Date,Open,High,Low,Close,Adj Close,Volume,Foreign_Investor_Buy,Foreign_Investor_Sell,Investment_Trust_Buy,Investment_Trust_Sell,Dealer_Buy,Dealer_Sell,Total_Buy,Total_Sell,Net_Buy_Sell,MA10,MA20,RSI,MACD,MACD_signal,MACD_hist,Upper_BB,Middle_BB,Lower_BB,ATR,ADX,Cluster
2020-03-13,66.30000305175781,69.0,63.400001525878906,68.19999694824219,55.866729736328125,28827276,784,382,947,598,936,151,2667,1131,1536,71.85999984741211,72.95499954223632,29.804425765239,-0.8978628012973076,-0.5055681093871895,-0.392294691910118,76.22392898674096,72.95499954223632,69.68607009773169,1.7504387058354485,23.390803682597525,2
2020-03-16,67.5999984741211,68.19999694824219,66.0,66.30000305175781,54.310333251953125,15121759,448,632,646,760,187,666,1281,2058,-777,71.37000045776367,72.55999984741212,25.52866583920137,-1.272216233013154,-0.6588977341123824,-0.6133184989007715,76.87388355318889,72.55999984741212,68.24611614163534,1.7825500088645012,26.239649934577614,2
2020-03-17,63.0,65.9000015258789,62.900001525878906,64.9000015258789,53.16350555419922,22276147,847,672,732,656,255,147,1834,1475,359,70.66000061035156,72.05499992370605,22.919516205204854,-1.6626959239374202,-0.8596573720773899,-0.8030385518600303,77.35913865147825,72.05499992370605,66.75086119593385,1.898082260079816,29.405628374381568,1
2020-03-18,64.5,64.5,61.900001525878906,61.900001525878906,50.70602798461914,18256131,384,215,506,220,565,910,1455,1345,110,69.50000076293945,71.39500007629394,18.545447387296555,-2.1889954433346475,-1.1255249863288415,-1.063470457005806,78.11525927566157,71.39500007629394,64.67474087692631,1.976790670074115,32.48108179881566,1
2020-03-19,61.5,65.0,60.599998474121094,62.900001525878906,51.52518844604492,19234181,921,552,395,398,945,347,2261,1297,964,68.43000106811523,70.7900001525879,23.767978439323283,-2.4966204748471625,-1.3997440840325057,-1.0968763908146568,78.24195152523322,70.7900001525879,63.33804877994257,2.1498771597744573,35.49976703308066,1
2020-03-20,63.5,68.0999984741211,63.400001525878906,65.0,53.24542236328125,24719546,262,257,429,364,310,738,1001,1359,-358,67.66000137329101,70.34000015258789,33.42184102244998,-2.5416644762464955,-1.6281281624753037,-0.9135363137711918,78.04490636938158,70.34000015258789,62.6350939357942,2.3677428589507237,36.11376076831316,1
2020-03-23,62.599998474121094,65.0999984741211,62.5,62.599998474121094,51.27943801879883,12182671,239,942,288,561,727,352,1254,1855,-601,66.74000091552735,69.77000007629394,28.915073118503713,-2.739443636373096,-1.8503912572548622,-0.8890523791182339,77.977824689528,69.77000007629394,61.56217546305988,2.384332545748607,36.89147914908584,1
2020-03-24,65.69999694824219,68.0,65.0,66.5999984741211,54.55607604980469,13682328,319,877,583,894,419,288,1321,2059,-738,66.16000061035156,69.425,42.7671104537967,-2.5440917688213176,-1.9891313595681532,-0.5549604092531644,77.55638898444933,69.425,61.29361101555067,2.599737472900771,36.00899715985198,1
2020-03-25,66.4000015258789,68.4000015258789,66.4000015258789,66.5999984741211,54.55607604980469,11435852,542,506,271,923,423,627,1236,2056,-820,65.53000030517578,69.07999992370605,42.7671104537967,-2.362045812547734,-2.0637142501640695,-0.29833156238366465,77.0748975672093,69.07999992370605,61.085102280202804,2.556899081979288,34.992100797240525,1
2020-03-26,66.30000305175781,67.80000305175781,65.80000305175781,65.80000305175781,53.900753021240234,12857099,239,404,904,854,404,185,1547,1443,104,65.08000030517579,68.72000007629394,40.917655526939285,-2.2563166119800684,-2.1022347225272693,-0.1540818894527991,76.62432702714311,68.72000007629394,60.81567312544477,2.517120576123624,34.2412551319623,1
2020-03-27,66.19999694824219,66.69999694824219,64.0999984741211,64.0999984741211,52.5081787109375,13130706,864,802,861,185,271,497,1996,1484,512,64.67000045776368,68.26500015258789,37.23290540035745,-2.2833802346860352,-2.1384638249590227,-0.14491640972701259,76.1329791427678,68.26500015258789,60.397021162407974,2.5230404259805863,34.059353494956675,1
2020-03-30,62.70000076293945,64.5,62.70000076293945,63.79999923706055,52.262428283691406,11044114,527,272,365,271,237,301,1129,844,285,64.42000007629395,67.8950002670288,36.6064223443443,-2.3024940635837368,-2.1712698726839657,-0.1312241908997711,75.87133395649354,67.8950002670288,59.91866657756407,2.4713946267720117,34.27151763796836,1
2020-03-31,64.80000305175781,66.19999694824219,64.5,65.5999984741211,53.736915588378906,13541060,842,253,601,389,997,671,2440,1313,1127,64.48999977111816,67.57500019073487,42.82286132186132,-2.1476403543382787,-2.1665439690148283,0.01890361467654955,75.37855713707194,67.57500019073487,59.771443244397794,2.466294847086985,33.56146459211686,1
2020-04-01,66.0999984741211,67.0,65.0999984741211,65.0999984741211,53.32733917236328,9982723,800,436,877,991,379,455,2056,1882,174,64.80999946594238,67.15500011444092,41.602473317623925,-2.0417277290965217,-2.141580721031167,0.09985299193464536,74.53022234227011,67.15500011444092,59.77977788661175,2.425845324143551,32.50374995166597,1
2020-04-06,68.19999694824219,69.0,67.0999984741211,69.0,56.522064208984375,17282448,455,687,671,680,497,728,1623,2095,-472,65.4199993133545,66.92500019073486,52.881951289798536,-1.6243689667532664,-2.038138370175587,0.4137694034223207,73.74815981033447,66.92500019073486,60.10184057113526,2.5311421956960762,30.607535837591833,1
2020-04-07,70.30000305175781,70.9000015258789,68.80000305175781,69.0,56.522064208984375,12621954,962,716,666,705,205,806,1833,2227,-394,65.81999931335449,66.74000034332275,52.881951289798536,-1.2788671561794587,-1.8862841273763613,0.6074169711969026,73.11256770288944,66.74000034332275,60.36743298375605,2.500346215583577,28.747323851734564,1
2020-04-08,69.0,71.0,69.0,70.19999694824219,57.50505828857422,9998101,789,514,113,319,226,107,1128,940,188,66.5799991607666,66.66000003814698,55.92017101479333,-0.8978746174806105,-1.688602225397211,0.7907276079166006,72.81285339055455,66.66000003814698,60.50714668573939,2.4646072001847505,27.058135499672453,1
2020-04-09,70.0,70.69999694824219,69.19999694824219,69.5999984741211,57.01355743408203,6283504,496,365,856,382,196,935,1548,1682,-134,66.8799991607666,66.51999988555909,54.04374265898318,-0.6370071264928185,-1.4782832056163326,0.8412760791235141,72.25745567625633,66.51999988555909,60.78254409486185,2.39570668588584,25.48960345847192,1
2020-04-10,69.19999694824219,69.5999984741211,68.9000015258789,69.0,56.522064208984375,3617302,520,876,420,196,185,340,1125,1412,-287,67.1199993133545,66.32499980926514,52.15889371268532,-0.4732275502756522,-1.2772720745481965,0.8040445242725442,71.40982967452315,66.32499980926514,61.240169944007114,2.274584561768436,23.889721453603507,1
2020-04-13,68.30000305175781,69.30000305175781,68.0999984741211,68.0999984741211,55.784820556640625,4326039,835,500,596,413,695,890,2126,1803,323,67.34999885559083,66.2149995803833,49.37704193762731,-0.4113123054431469,-1.1040801207271866,0.6927678152840397,71.03963308498072,66.2149995803833,61.390366075785884,2.1978288486161706,22.34542767831784,1
2020-04-14,68.0,69.4000015258789,68.0,68.0999984741211,55.784820556640625,10186959,553,391,428,456,560,451,1541,1298,243,67.74999885559082,66.20999965667724,49.37704193762731,-0.35811589076874384,-0.9548872747354981,0.5967713839667542,71.0265948973569,66.20999965667724,61.39340441599757,2.140841182706366,20.911440601266865,1
2020-04-15,68.0,68.5,68.0,68.0,55.702903747558594,13614473,453,228,643,569,869,389,1965,1186,779,68.16999893188476,66.29499950408936,49.04000645347048,-0.320333781586001,-0.8279765761055986,0.5076427945195976,71.1745373858858,66.29499950408936,61.41546162229292,2.0236382410844826,19.579881172576673,1
2020-04-16,67.80000305175781,68.19999694824219,67.5,67.5,55.2933235168457,8790987,962,369,179,596,155,315,1296,1280,16,68.35999908447266,66.42499942779541,47.301459539221256,-0.3269679264532357,-0.727774846175126,0.4008069197218903,71.28745676811434,66.42499942779541,61.56254208747649,1.9290924344528901,18.615744830191023,1
2020-04-17,68.19999694824219,68.9000015258789,67.80000305175781,67.80000305175781,55.53907012939453,13307681,684,548,111,686,888,921,1683,2155,-472,68.62999954223633,66.71999950408936,48.48161305395094,-0.3045076207081081,-0.6431214010817224,0.33861378037361434,71.1447477451851,66.71999950408936,62.29525126299362,1.8913002266976056,17.29957999140152,1
2020-04-20,67.80000305175781,68.4000015258789,67.5999984741211,67.80000305175781,55.53907012939453,10617785,478,986,584,455,980,740,2042,2181,-139,68.5099998474121,66.9649995803833,48.48161305395094,-0.28344034275156105,-0.5711851894156902,0.28774484666412914,71.04582075625345,66.9649995803833,62.88417840451317,1.8133504284876203,16.1972313133871,1
2020-04-21,67.5,67.80000305175781,66.0,66.0,54.064579010009766,14264274,741,916,218,148,606,821,1565,1885,-320,68.2099998474121,67.0149995803833,41.945204773356096,-0.4072945383075961,-0.5384070591940714,0.1311125208864753,71.02213092802813,67.0149995803833,63.00786823273848,1.812397044435491,16.06007834463824,1
2020-04-22,66.0,67.5,65.80000305175781,67.0999984741211,54.96565628051758,8927358,173,827,767,985,906,719,1846,2531,-685,67.9,67.2399995803833,46.676542370895504,-0.4119406019807883,-0.5131137677514148,0.10117316577062652,70.69797581598817,67.2399995803833,63.78202334477843,1.8043684661359694,16.03521527118717,1
2020-04-23,67.4000015258789,68.0,67.30000305175781,67.9000015258789,55.6209831237793,7489345,246,628,524,324,975,929,1745,1881,-136,67.73000030517578,67.3049997329712,49.875996139944924,-0.34706829329982725,-0.4799046728610973,0.13283637956127003,70.76128383545252,67.3049997329712,63.848715630489885,1.7397708275461792,15.65570655704435,1
2020-04-24,67.9000015258789,68.0,66.5999984741211,66.5999984741211,54.55607604980469,13716121,210,652,734,128,119,484,1063,1264,-201,67.4900001525879,67.3049997329712,45.13659230021694,-0.39599116335325846,-0.4631219709595295,0.06713080760627105,70.76128383545252,67.3049997329712,63.848715630489885,1.7155015917128027,15.692609263229754,1
2020-04-27,67.5,68.0999984741211,67.19999694824219,67.69999694824219,55.457157135009766,8207757,713,128,516,307,349,887,1578,1322,256,67.45,67.39999942779541,49.50860947137388,-0.34205916146120785,-0.4389094090598652,0.09685024759865735,70.78939488818712,67.39999942779541,64.0106039674037,1.700108620876174,15.649667647681941,1
2020-04-28,68.0,68.5999984741211,67.9000015258789,68.30000305175781,55.94865798950195,7522614,627,207,683,240,452,797,1762,1244,518,67.47000045776367,67.60999965667725,51.766466446274215,-0.2480428991689223,-0.4007361070816766,0.15269320791275431,70.65886850400094,67.60999965667725,64.56113080935356,1.6429581140906548,15.217568658815596,1
2020-04-29,68.5999984741211,70.0,68.5,69.0,56.522064208984375,10730437,406,147,748,612,830,503,1984,1262,722,67.57000045776367,67.86999969482422,54.33221563392836,-0.115716522308972,-0.3437321901271357,0.22801566781816368,70.42115643642816,67.86999969482422,65.31884295322027,1.64703231653005,14.429490320360655,1
2020-04-30,69.19999694824219,70.0,69.19999694824219,69.5,56.931640625,10128339,823,128,361,259,190,593,1374,980,394,67.77000045776367,68.06499977111817,56.12743167794121,0.029162736168871106,-0.2691532048679343,0.2983159410368054,70.4851443312187,68.06499977111817,65.64485521101763,1.6008157224921893,13.697703291795351,1
2020-05-04,68.0,68.9000015258789,67.69999694824219,68.30000305175781,55.94865798950195,9501639,888,363,618,796,219,851,1725,2010,-285,67.82000045776367,68.225,50.95074220202909,0.04661353555903247,-0.20599985678254096,0.25261339234157343,70.22687366458558,68.225,66.2231263354144,1.6150433888683051,13.4262458271822,1
2020-05-05,68.9000015258789,70.19999694824219,68.9000015258789,70.0,57.34122848510742,7039574,796,244,165,548,882,295,1843,1087,756,68.0400001525879,68.275,57.00117224832872,0.19536689806854213,-0.12572650581232434,0.3210934038808665,70.39808694333371,68.275,66.1519130566663,1.6353969965551673,12.639608593661412,1
2020-05-06,70.19999694824219,70.5,69.0999984741211,69.69999694824219,57.0954704284668,9809574,647,956,305,699,601,903,1553,2558,-1005,68.40999984741211,68.30999984741212,55.695494266254705,0.28575328453186444,-0.04343054774348657,0.32918383227535103,70.50171070246998,68.30999984741212,66.11828899235425,1.6185830343640057,12.097958320660373,1
2020-05-07,70.0999984741211,70.80000305175781,69.9000015258789,70.0999984741211,57.423133850097656,6382407,889,881,789,378,841,600,2519,1859,660,68.7099998474121,68.30499992370605,57.10629762917483,0.3852213354261522,0.0422998288904412,0.342921506535711,70.47983271813732,68.30499992370605,66.13016712927478,1.581541825017693,11.787205342444356,1
2020-05-08,70.19999694824219,71.19999694824219,70.19999694824219,70.9000015258789,58.078468322753906,7819061,946,215,674,523,589,426,2209,1164,1045,69.0099998474121,68.37000007629395,59.85936896650196,0.5225800650655827,0.1383558761254695,0.38422418894011323,70.76257191812518,68.37000007629395,65.97742823446272,1.5471458713822217,11.75632469469349,1
2020-05-11,71.19999694824219,71.80000305175781,70.9000015258789,71.0,58.16038513183594,5012056,540,301,554,660,905,476,1999,1437,562,69.45,68.47000007629394,60.20321053661015,0.6322190612649337,0.23712851315336234,0.3950905481115713,71.11355827638944,68.47000007629394,65.82644187619844,1.5009212752748422,12.103863059997325,1
2020-05-12,70.0999984741211,70.4000015258789,69.4000015258789,69.4000015258789,56.8497314453125,10055008,209,592,931,937,556,956,1696,2485,-789,69.62000045776367,68.53500022888184,52.46011989399382,0.5832785781719707,0.30635852615708403,0.2769200520148867,71.20278960963604,68.53500022888184,65.86721084812764,1.5079982180495743,11.277804194328924,1
2020-05-13,69.5,70.4000015258789,69.30000305175781,70.4000015258789,57.66888427734375,5585381,674,427,717,210,365,475,1756,1112,644,69.83000030517579,68.65000038146972,56.24769091034392,0.618059925285209,0.36869880598270904,0.2493611193025,71.42884919022498,68.65000038146972,65.87115157271447,1.47885537919754,10.50414793160557,1
2020-05-14,70.0,70.0999984741211,69.30000305175781,70.0,57.34122848510742,7019442,468,628,419,205,527,943,1414,1776,-362,69.93000030517578,68.75000038146973,54.38131658462223,0.6063578968817751,0.41623062416252227,0.19012727271925284,71.57170206604579,68.75000038146973,65.92829869689368,1.4517941716920795,9.785752830505311,1
2020-05-15,70.0,70.19999694824219,69.0999984741211,69.0999984741211,56.60397720336914,9376065,311,999,391,191,645,777,1347,1967,-620,69.89000015258789,68.83000030517579,50.33439156874745,0.5184845859897962,0.43668141652797704,0.08180316946181915,71.59557438442293,68.83000030517579,66.06442622592864,1.426665907579866,9.276785082431733,1
2020-05-18,68.5999984741211,70.19999694824219,68.5999984741211,69.80000305175781,57.177391052246094,5906133,273,123,674,506,161,301,1108,930,178,70.0400001525879,68.93000030517578,53.24854800182736,0.4995701396495491,0.4492591611522915,0.05031097849725763,71.68397964153102,68.93000030517578,66.17602096882054,1.4390468051899536,9.196878881753493,1
2020-05-19,71.0999984741211,71.19999694824219,70.0,70.19999694824219,57.50505828857422,9576729,923,191,101,396,857,866,1881,1453,428,70.05999984741212,69.05,54.87778650409065,0.5109663669982609,0.46160060232148536,0.04936576467677556,71.8057216866329,69.05,66.2942783133671,1.4362573117109838,8.795139854651568,1
2020-05-20,71.0,71.30000305175781,70.5999984741211,71.30000305175781,58.40614318847656,7554847,464,382,599,864,353,653,1416,1899,-483,70.22000045776367,69.31500015258788,59.09911086541939,0.6018218312470935,0.489644848106607,0.11217698314048652,71.85765711672535,69.31500015258788,66.77234318845042,1.4122393682684582,8.501621296849802,2
2020-05-21,71.30000305175781,72.69999694824219,71.0999984741211,72.30000305175781,59.22529220581055,9100745,347,670,950,934,390,735,1687,2339,-652,70.44000091552735,69.57500038146972,62.530904221557456,0.7459185986073322,0.540899598206752,0.2050190004005802,72.21990225785204,69.57500038146972,66.9300985050874,1.425650732972218,9.238439656474757,2
2020-05-22,73.0,73.30000305175781,71.80000305175781,71.9000015258789,58.89763259887695,11194201,629,175,529,608,663,785,1821,1568,253,70.54000091552734,69.77500038146972,60.34963457435385,0.8184054758296213,0.5964007737313259,0.22200470209829537,72.48710431877454,69.77500038146972,67.0628964441649,1.4309613949027737,10.294015564986124,2
2020-05-25,72.19999694824219,72.19999694824219,70.5999984741211,71.80000305175781,58.81571578979492,5610584,835,182,423,443,234,246,1492,871,621,70.62000122070313,70.03500061035156,59.78813931536897,0.8578935443692757,0.6486993278589159,0.20919421651035974,72.46174885260314,70.03500061035156,67.60825236809998,1.4430354719897966,10.200369277184253,2
2020-05-26,72.5,73.19999694824219,72.0999984741211,72.30000305175781,59.22529220581055,7717692,450,500,607,565,354,599,1411,1664,-253,70.91000137329101,70.26500091552734,61.706615935670136,0.9189409650841753,0.7027476553039678,0.21619330978020757,72.63420020247027,70.26500091552734,67.89580162858441,1.4399610737394093,10.751277772197668,2
2020-05-27,72.30000305175781,72.80000305175781,72.0,72.4000015258789,59.30721282958984,4468697,700,194,412,812,551,668,1663,1674,-11,71.11000137329101,70.47000083923339,62.09610408185944,0.964274965402268,0.7550531173236278,0.2092218480786402,72.83313595739486,70.47000083923339,68.10686572107193,1.3942497864550096,11.174774990281064,2
2020-05-28,72.80000305175781,72.80000305175781,71.5,71.5,58.56996154785156,8364435,303,600,234,891,353,769,890,2260,-1370,71.26000137329102,70.59500083923339,56.523781356289014,0.9170091748075606,0.7874443288204144,0.12956484598714624,72.89758780772254,70.59500083923339,68.29241387074424,1.3875178768337812,11.123809404220902,2
2020-05-29,71.0999984741211,72.80000305175781,71.0999984741211,72.80000305175781,59.6348762512207,14164198,134,548,758,923,482,125,1374,1596,-222,71.63000183105468,70.76000099182129,61.849281907564965,0.9732312726321908,0.8246017175827697,0.1486295550494211,73.19425819472714,70.76000099182129,68.32574378891543,1.4098383554625626,10.730080970821207,2
2020-06-01,73.5,74.19999694824219,73.0,73.4000015258789,60.126365661621094,7344063,365,884,743,998,195,525,1303,2407,-1104,71.9900016784668,71.01500091552734,64.03872759869506,1.0540520962408237,0.8704917933143805,0.1835603029264432,73.43349442936741,71.01500091552734,68.59650740168726,1.4091351798212635,11.321745836778218,2
2020-06-02,73.30000305175781,73.9000015258789,73.19999694824219,73.5,60.208282470703125,5213404,231,712,992,500,954,284,2177,1496,681,72.32000198364258,71.19000091552735,64.40537097350926,1.1133383508926897,0.9190611048300423,0.1942772460626474,73.7891564696904,71.19000091552735,68.5908453613643,1.3584829939509386,11.871148926595442,2
2020-06-03,74.80000305175781,74.80000305175781,73.9000015258789,74.30000305175781,60.86361312866211,9140724,314,167,214,446,507,395,1035,1008,27,72.62000198364258,71.42000122070313,67.2795329526319,1.210917986433742,0.9774324811507823,0.23348550528295975,74.25450458570107,71.42000122070313,68.58549785570519,1.3543058552228582,12.935061184910802,2
2020-06-04,73.5999984741211,74.5999984741211,73.5,74.5999984741211,61.10935592651367,8928120,373,771,454,348,878,818,1705,1937,-232,72.85000152587891,71.64500122070312,68.31281318462985,1.2975008914315396,1.0414461632069338,0.25605472822460573,74.7281658907035,71.64500122070312,68.56183655070275,1.336141042287018,13.526289134510344,2
2020-06-05,74.5,74.5,73.69999694824219,73.9000015258789,60.53594970703125,5604879,727,953,886,547,479,631,2092,2131,-39,73.05000152587891,71.79500122070313,63.29050466807398,1.2947099534198117,1.0920989212495094,0.2026110321703023,75.00777334902895,71.79500122070313,68.5822290923773,1.3049882196864384,14.075286516281349,2
2020-06-08,74.0999984741211,74.19999694824219,73.4000015258789,73.5,60.208282470703125,9304573,500,535,869,768,968,906,2337,2209,128,73.22000122070312,71.92000122070313,60.55099591379106,1.2458598380593884,1.122851104611485,0.1230087334479033,75.19328757051174,71.92000122070313,68.64671487089451,1.2689173055919272,14.26725340121597,2
2020-06-09,73.0,74.0,72.80000305175781,73.9000015258789,60.53594970703125,8373982,501,590,240,160,547,592,1288,1342,-54,73.38000106811523,72.14500122070312,62.307981554891576,1.2252980763735053,1.1433404989638891,0.08195757740961618,75.31137202608322,72.14500122070312,68.97863041532302,1.2639944229240887,13.83441521017466,2
2020-06-10,73.9000015258789,74.0,73.4000015258789,73.69999694824219,60.372108459472656,7420912,476,109,880,261,211,714,1567,1084,483,73.51000061035157,72.31000099182128,60.84867587867062,1.1792701420631317,1.1505264275837377,0.028743714479394056,75.4391545410793,72.31000099182128,69.18084744256326,1.2165661408667319,13.432494032779157,2
2020-06-11,73.30000305175781,73.80000305175781,72.80000305175781,73.0,59.798709869384766,7147534,236,237,540,856,649,704,1425,1797,-372,73.66000061035156,72.46000099182129,55.91289926683134,1.0739291817942274,1.1352069784258356,-0.06127779663160826,75.41459076785547,72.46000099182129,69.5054112157871,1.2010971308048224,12.492132530606986,2
2020-06-12,72.5,72.5999984741211,72.0,72.0,58.97954177856445,9604531,504,510,988,370,189,704,1681,1584,97,73.58000030517579,72.60500106811523,49.70946747875096,0.8993865014491433,1.0880428830304971,-0.18865638158135378,75.14072531472625,72.60500106811523,70.0692768215042,1.1867330500330493,12.339100933381358,2
2020-06-15,71.9000015258789,72.0,70.5999984741211,70.5999984741211,57.83271789550781,12811589,958,494,704,671,894,132,2556,1297,1259,73.3,72.6450008392334,42.58587922382109,0.6407060859924343,0.9985755236228846,-0.3578694376304503,75.02279431935756,72.6450008392334,70.26720735910925,1.2019665125934675,13.221776541568548,2
2020-06-16,71.0999984741211,73.4000015258789,71.0999984741211,73.30000305175781,60.044456481933594,11778619,889,480,754,998,700,421,2343,1899,444,73.28000030517578,72.80000114440918,55.75471472965718,0.6461197315174019,0.928084365201788,-0.2819646336843862,74.90902893701711,72.80000114440918,70.69097335180125,1.316111979676635,12.732034145025187,2
2020-06-17,73.30000305175781,73.30000305175781,72.19999694824219,72.5,59.38912582397461,7695746,344,289,386,419,303,191,1033,899,134,73.1,72.8600009918213,51.95241603848666,0.5791800966002398,0.8583035114814784,-0.2791234148812386,74.86040084809297,72.8600009918213,70.85960113554962,1.3006758456651342,12.277273348234923,2
2020-06-18,72.80000305175781,73.30000305175781,72.30000305175781,72.5,59.38912582397461,7285404,761,339,699,174,886,296,2346,809,1537,72.89000015258789,72.8700008392334,51.95241603848666,0.5201341707067257,0.7906696433265279,-0.27053547261980215,74.86108099870171,72.8700008392334,70.87892067976509,1.279198999546196,11.854995465501105,2
2020-06-19,72.5,72.69999694824219,71.19999694824219,71.19999694824219,58.32421112060547,18600757,966,284,569,958,444,922,1979,2164,-185,72.61999969482422,72.83500061035156,46.03569092843995,0.36424171557065677,0.7053840577753536,-0.34114234220469686,74.91565026921938,72.83500061035156,70.75435095148373,1.2949704995786107,12.306096322534845,2
2020-06-22,71.19999694824219,71.80000305175781,70.9000015258789,71.0,58.16038513183594,9824234,537,277,591,168,595,515,1723,960,763,72.36999969482422,72.79500045776368,45.18314886105905,0.22199867689407426,0.6087069815990978,-0.3867083047050235,74.98175705438157,72.79500045776368,70.60824386114578,1.2667584300286319,12.933677579956216,2
2020-06-23,71.4000015258789,72.0999984741211,70.9000015258789,72.0999984741211,59.06145858764648,8002518,539,389,429,902,176,704,1144,1995,-851,72.18999938964843,72.78500022888184,50.60173796041738,0.1957739672979244,0.5261203787388631,-0.3303464114409387,74.98252280205482,72.78500022888184,70.58747765570887,1.2619897527581716,13.196151339737638,2
2020-06-24,72.19999694824219,72.30000305175781,71.30000305175781,71.4000015258789,58.4880485534668,10540157,238,569,304,752,562,744,1104,2065,-961,71.9599998474121,72.73500022888183,47.39133308032187,0.11715628764291353,0.44432756051967315,-0.3271712728767596,75.00944630228338,72.73500022888183,70.46055415548028,1.2432761989897307,13.224173036748923,2
2020-06-29,71.80000305175781,72.19999694824219,71.0,71.80000305175781,58.81571578979492,9600128,126,579,348,753,781,159,1255,1491,-236,71.84000015258789,72.75000038146973,49.36815834457556,0.0861350787224211,0.37268906416022274,-0.28655398543780164,74.99544104059994,72.75000038146973,70.50455972233952,1.240184823936335,13.498033713599735,2
2020-06-30,71.9000015258789,72.0,71.30000305175781,71.30000305175781,58.40614318847656,10759466,579,379,544,996,338,748,1461,2123,-662,71.77000045776367,72.67500038146973,46.99120526137367,0.02096307653431495,0.3023438666350412,-0.28138079010072625,75.00727441157449,72.67500038146973,70.34272635136497,1.2015999756724671,13.752332913532635,2
2020-07-01,71.30000305175781,71.5999984741211,71.19999694824219,71.19999694824219,58.32421112060547,8133087,424,269,374,682,819,850,1617,1801,-184,71.83000030517579,72.56500015258788,46.50886819274945,-0.038314199267119875,0.23421225345460897,-0.2725264527217288,74.95688301841066,72.56500015258788,70.1731172867651,1.1443429435443555,14.079031547915154,2
